Feature 1,Feature 2,cluster,huge_cluster_tip,huge_cluster
1.4587729,12.056254,1,low_polar+aliphatic+G+P,0.0
2.2387474,1.3582289,3,pos_neg_charged,2.0
5.568503,11.725865,1,low_polar+aliphatic+G+P,0.0
-2.4540331,-2.8738265,11,neg,7.0
11.205255,1.3574015,8,polar,1.0
15.715903,7.879009,0,polar,1.0
1.9589785,12.198632,1,low_polar+aliphatic+G+P,0.0
2.9955347,13.301912,1,low_polar+aliphatic+G+P,0.0
2.0136898,1.6851599,3,pos_neg_charged,2.0
5.14088,12.885583,1,low_polar+aliphatic+G+P,0.0
2.5334854,1.6661549,3,pos_neg_charged,2.0
1.8562392,11.400976,1,low_polar+aliphatic+G+P,0.0
3.5391033,11.165719,1,low_polar+aliphatic+G+P,0.0
2.8342657,12.419799,1,low_polar+aliphatic+G+P,0.0
2.637981,0.9588512,3,pos_neg_charged,2.0
5.662926,0.040578578,9,pos,5.0
2.159099,11.909941,1,low_polar+aliphatic+G+P,0.0
5.3445163,-0.85197973,9,pos,5.0
2.3993194,1.6127017,3,pos_neg_charged,2.0
2.958753,12.435247,1,low_polar+aliphatic+G+P,0.0
4.6234827,12.555063,1,low_polar+aliphatic+G+P,0.0
16.75964,7.0897017,0,polar,1.0
2.4314334,13.251898,1,low_polar+aliphatic+G+P,0.0
15.239672,7.1509037,0,polar,1.0
2.9538033,10.110907,1,low_polar+aliphatic+G+P,0.0
2.2700346,1.5049889,3,pos_neg_charged,2.0
2.3245876,1.233471,3,pos_neg_charged,2.0
4.7425027,11.629711,1,low_polar+aliphatic+G+P,0.0
4.5507145,11.973795,1,low_polar+aliphatic+G+P,0.0
15.543681,7.718704,0,polar,1.0
14.508278,6.6136527,0,polar,1.0
4.6109853,12.23802,1,low_polar+aliphatic+G+P,0.0
14.628743,6.876826,0,polar,1.0
14.61814,6.7256365,0,polar,1.0
14.694585,6.8041444,0,polar,1.0
14.555444,6.6306777,0,polar,1.0
3.1687164,10.834492,1,low_polar+aliphatic+G+P,0.0
14.730056,6.798059,0,polar,1.0
2.6239364,0.5852694,3,pos_neg_charged,2.0
12.98019,3.3101604,5,polar,1.0
15.774842,7.2173266,0,polar,1.0
2.630695,10.516037,1,low_polar+aliphatic+G+P,0.0
3.0123336,9.75162,1,low_polar+aliphatic+G+P,0.0
2.376932,12.913876,1,low_polar+aliphatic+G+P,0.0
2.940092,0.81764805,3,pos_neg_charged,2.0
2.010333,0.9411575,3,pos_neg_charged,2.0
16.146465,7.4075108,0,polar,1.0
4.507871,10.414414,1,low_polar+aliphatic+G+P,0.0
2.2515788,10.770076,1,low_polar+aliphatic+G+P,0.0
2.034598,11.026741,1,low_polar+aliphatic+G+P,0.0
4.0956883,9.258531,1,low_polar+aliphatic+G+P,0.0
3.5667348,10.386002,1,low_polar+aliphatic+G+P,0.0
4.253866,10.849095,1,low_polar+aliphatic+G+P,0.0
1.8579303,0.06991152,3,pos_neg_charged,2.0
1.9105409,0.12890945,3,pos_neg_charged,2.0
1.9423465,0.04657873,3,pos_neg_charged,2.0
1.8690798,0.19048774,3,pos_neg_charged,2.0
15.434989,7.9504123,0,polar,1.0
15.486102,11.622192,12,Q,8.0
15.517727,11.662463,12,Q,8.0
5.120878,10.156859,1,low_polar+aliphatic+G+P,0.0
16.266628,7.09406,0,polar,1.0
1.7139995,11.31802,1,low_polar+aliphatic+G+P,0.0
15.42952,11.561437,12,Q,8.0
16.084145,7.693396,0,polar,1.0
4.443266,12.13252,1,low_polar+aliphatic+G+P,0.0
13.11589,3.331569,5,polar,1.0
3.6513906,13.975076,1,low_polar+aliphatic+G+P,0.0
3.8219714,11.400873,1,low_polar+aliphatic+G+P,0.0
6.0333366,11.054562,1,low_polar+aliphatic+G+P,0.0
13.373306,3.3278959,5,polar,1.0
15.198601,7.9655404,0,polar,1.0
5.4835386,9.654943,1,low_polar+aliphatic+G+P,0.0
5.425562,11.30343,1,low_polar+aliphatic+G+P,0.0
16.100351,7.231442,0,polar,1.0
15.696029,6.640497,0,polar,1.0
-5.5108685,3.5445573,6,G,4.0
-5.2235346,3.7799838,6,G,4.0
-4.6847973,3.949494,6,G,4.0
6.0717535,11.337645,1,low_polar+aliphatic+G+P,0.0
5.962977,9.830953,1,low_polar+aliphatic+G+P,0.0
2.7926605,10.952594,1,low_polar+aliphatic+G+P,0.0
4.0260973,10.240404,1,low_polar+aliphatic+G+P,0.0
1.628616,10.716768,1,low_polar+aliphatic+G+P,0.0
6.239937,11.166191,1,low_polar+aliphatic+G+P,0.0
4.753313,11.752456,1,low_polar+aliphatic+G+P,0.0
14.000069,15.552976,2,P,3.0
4.770248,12.171562,1,low_polar+aliphatic+G+P,0.0
5.450358,10.258694,1,low_polar+aliphatic+G+P,0.0
3.9452932,10.685383,1,low_polar+aliphatic+G+P,0.0
4.4539375,10.583956,1,low_polar+aliphatic+G+P,0.0
4.310924,13.000428,1,low_polar+aliphatic+G+P,0.0
2.1517296,11.154777,1,low_polar+aliphatic+G+P,0.0
5.847623,9.987653,1,low_polar+aliphatic+G+P,0.0
-1.073827,7.0920935,10,aliphatic,6.0
2.4610305,10.507011,1,low_polar+aliphatic+G+P,0.0
-1.3373238,6.94076,10,aliphatic,6.0
2.1612687,10.417911,1,low_polar+aliphatic+G+P,0.0
-1.422693,6.8300824,10,aliphatic,6.0
2.5806,11.226393,1,low_polar+aliphatic+G+P,0.0
6.0490274,11.419945,1,low_polar+aliphatic+G+P,0.0
3.9236293,10.536357,1,low_polar+aliphatic+G+P,0.0
3.8531327,8.912796,1,low_polar+aliphatic+G+P,0.0
4.940177,13.209451,1,low_polar+aliphatic+G+P,0.0
5.6338053,11.405688,1,low_polar+aliphatic+G+P,0.0
3.2632031,9.093709,1,low_polar+aliphatic+G+P,0.0
4.12546,9.60575,1,low_polar+aliphatic+G+P,0.0
5.010589,12.163146,1,low_polar+aliphatic+G+P,0.0
3.6559196,10.88222,1,low_polar+aliphatic+G+P,0.0
5.2612863,12.770989,1,low_polar+aliphatic+G+P,0.0
3.3227863,10.759186,1,low_polar+aliphatic+G+P,0.0
5.052352,12.225069,1,low_polar+aliphatic+G+P,0.0
3.7237158,13.515215,1,low_polar+aliphatic+G+P,0.0
3.0146635,13.148186,1,low_polar+aliphatic+G+P,0.0
4.1023235,13.007272,1,low_polar+aliphatic+G+P,0.0
3.3415306,12.003877,1,low_polar+aliphatic+G+P,0.0
3.3318906,11.807724,1,low_polar+aliphatic+G+P,0.0
2.9759758,12.740631,1,low_polar+aliphatic+G+P,0.0
4.5316186,11.948512,1,low_polar+aliphatic+G+P,0.0
15.798004,7.81522,0,polar,1.0
4.764514,13.326056,1,low_polar+aliphatic+G+P,0.0
4.587966,12.86524,1,low_polar+aliphatic+G+P,0.0
16.284279,7.3125634,0,polar,1.0
4.7797456,12.08951,1,low_polar+aliphatic+G+P,0.0
2.8689303,1.0926301,3,pos_neg_charged,2.0
2.7652574,10.91144,1,low_polar+aliphatic+G+P,0.0
4.583646,12.736931,1,low_polar+aliphatic+G+P,0.0
4.3214207,10.029407,1,low_polar+aliphatic+G+P,0.0
3.059664,12.014095,1,low_polar+aliphatic+G+P,0.0
2.3716443,11.006602,1,low_polar+aliphatic+G+P,0.0
5.1560926,10.50651,1,low_polar+aliphatic+G+P,0.0
2.750384,11.134895,1,low_polar+aliphatic+G+P,0.0
4.3255625,11.669169,1,low_polar+aliphatic+G+P,0.0
4.3868155,13.096968,1,low_polar+aliphatic+G+P,0.0
4.8878655,11.314147,1,low_polar+aliphatic+G+P,0.0
16.083559,7.810259,0,polar,1.0
13.834153,15.695905,2,P,3.0
4.201813,9.543636,1,low_polar+aliphatic+G+P,0.0
15.005295,7.809401,0,polar,1.0
5.5500007,10.844503,1,low_polar+aliphatic+G+P,0.0
4.7335405,11.716888,1,low_polar+aliphatic+G+P,0.0
5.2680206,10.361041,1,low_polar+aliphatic+G+P,0.0
6.2635007,11.821266,1,low_polar+aliphatic+G+P,0.0
5.0213885,9.779301,1,low_polar+aliphatic+G+P,0.0
4.4672556,9.96476,1,low_polar+aliphatic+G+P,0.0
5.385479,12.4783535,1,low_polar+aliphatic+G+P,0.0
15.840049,7.0211663,0,polar,1.0
3.6206915,10.901887,1,low_polar+aliphatic+G+P,0.0
5.5939503,11.445076,1,low_polar+aliphatic+G+P,0.0
5.58656,11.745866,1,low_polar+aliphatic+G+P,0.0
5.330129,12.303706,1,low_polar+aliphatic+G+P,0.0
15.423401,7.275022,0,polar,1.0
15.276642,7.202593,0,polar,1.0
14.804652,7.9579453,0,polar,1.0
4.723742,11.20576,1,low_polar+aliphatic+G+P,0.0
3.7862628,13.020541,1,low_polar+aliphatic+G+P,0.0
5.7573633,13.4125,1,low_polar+aliphatic+G+P,0.0
5.358461,12.767438,1,low_polar+aliphatic+G+P,0.0
13.906079,15.603726,2,P,3.0
5.219351,-0.49456704,9,pos,5.0
5.384664,-0.2864757,9,pos,5.0
2.8697228,11.99637,1,low_polar+aliphatic+G+P,0.0
16.491165,7.693585,0,polar,1.0
3.480521,12.741245,1,low_polar+aliphatic+G+P,0.0
5.4223123,-0.40913883,9,pos,5.0
13.489647,3.0862567,5,polar,1.0
4.0513253,9.865165,1,low_polar+aliphatic+G+P,0.0
3.4035213,11.905089,1,low_polar+aliphatic+G+P,0.0
3.2397523,12.38695,1,low_polar+aliphatic+G+P,0.0
16.530952,7.7664213,0,polar,1.0
4.3030214,11.7172365,1,low_polar+aliphatic+G+P,0.0
16.707483,7.2123337,0,polar,1.0
3.8626544,11.452354,1,low_polar+aliphatic+G+P,0.0
1.943129,12.988462,1,low_polar+aliphatic+G+P,0.0
16.437157,7.494391,0,polar,1.0
4.5880227,10.313974,1,low_polar+aliphatic+G+P,0.0
3.8850622,10.171559,1,low_polar+aliphatic+G+P,0.0
3.8513122,12.776237,1,low_polar+aliphatic+G+P,0.0
2.0948818,12.800018,1,low_polar+aliphatic+G+P,0.0
2.9437048,12.998353,1,low_polar+aliphatic+G+P,0.0
2.6414337,13.56016,1,low_polar+aliphatic+G+P,0.0
4.7923074,12.744735,1,low_polar+aliphatic+G+P,0.0
2.9342997,13.39052,1,low_polar+aliphatic+G+P,0.0
15.158242,8.017043,0,polar,1.0
4.4927034,11.3544655,1,low_polar+aliphatic+G+P,0.0
3.137297,12.184969,1,low_polar+aliphatic+G+P,0.0
5.3654904,10.507904,1,low_polar+aliphatic+G+P,0.0
15.559925,11.714784,12,Q,8.0
15.543281,11.694062,12,Q,8.0
15.081395,10.193412,12,Q,8.0
15.458665,11.593882,12,Q,8.0
15.688742,6.625285,0,polar,1.0
5.000516,13.233865,1,low_polar+aliphatic+G+P,0.0
5.069993,13.742758,1,low_polar+aliphatic+G+P,0.0
2.3667765,13.137583,1,low_polar+aliphatic+G+P,0.0
3.3805532,10.477733,1,low_polar+aliphatic+G+P,0.0
4.1858006,13.075435,1,low_polar+aliphatic+G+P,0.0
15.966455,7.0337,0,polar,1.0
6.2024674,12.691751,1,low_polar+aliphatic+G+P,0.0
16.193363,7.185759,0,polar,1.0
15.827234,6.6625834,0,polar,1.0
2.5167022,12.982876,1,low_polar+aliphatic+G+P,0.0
15.900251,7.933952,0,polar,1.0
4.5091767,13.481527,1,low_polar+aliphatic+G+P,0.0
15.933222,7.109406,0,polar,1.0
4.611296,12.903985,1,low_polar+aliphatic+G+P,0.0
-4.715674,3.9727242,6,G,4.0
14.087823,15.7218895,2,P,3.0
13.307344,3.251943,5,polar,1.0
4.1809835,13.101447,1,low_polar+aliphatic+G+P,0.0
13.849896,16.704348,2,P,3.0
13.863447,16.764534,2,P,3.0
13.836247,15.594677,2,P,3.0
4.415357,10.4264145,1,low_polar+aliphatic+G+P,0.0
14.816759,10.988701,12,Q,8.0
13.953677,15.693105,2,P,3.0
3.0851803,12.629805,1,low_polar+aliphatic+G+P,0.0
2.679444,11.007973,1,low_polar+aliphatic+G+P,0.0
2.2020695,12.286118,1,low_polar+aliphatic+G+P,0.0
13.282655,3.251947,5,polar,1.0
2.616994,13.442765,1,low_polar+aliphatic+G+P,0.0
2.7302425,12.086088,1,low_polar+aliphatic+G+P,0.0
3.7228725,12.993617,1,low_polar+aliphatic+G+P,0.0
2.5152543,1.190411,3,pos_neg_charged,2.0
2.940255,12.556859,1,low_polar+aliphatic+G+P,0.0
5.4368253,-0.452282,9,pos,5.0
4.2843757,9.845344,1,low_polar+aliphatic+G+P,0.0
4.726342,12.435481,1,low_polar+aliphatic+G+P,0.0
15.123869,7.6443405,0,polar,1.0
15.819562,7.2560883,0,polar,1.0
3.3995662,13.278915,1,low_polar+aliphatic+G+P,0.0
3.654742,12.248885,1,low_polar+aliphatic+G+P,0.0
4.445146,10.506498,1,low_polar+aliphatic+G+P,0.0
3.9408603,10.961281,1,low_polar+aliphatic+G+P,0.0
4.69331,11.007398,1,low_polar+aliphatic+G+P,0.0
15.483532,8.0144205,0,polar,1.0
15.344931,6.94705,0,polar,1.0
13.277776,3.4860706,5,polar,1.0
6.1590157,10.157912,1,low_polar+aliphatic+G+P,0.0
4.482688,10.875054,1,low_polar+aliphatic+G+P,0.0
15.25393,7.266333,0,polar,1.0
5.583086,9.7402935,1,low_polar+aliphatic+G+P,0.0
5.2446475,10.96162,1,low_polar+aliphatic+G+P,0.0
5.5439568,10.4050255,1,low_polar+aliphatic+G+P,0.0
4.056751,13.900154,1,low_polar+aliphatic+G+P,0.0
2.3414066,12.35978,1,low_polar+aliphatic+G+P,0.0
15.491035,7.957473,0,polar,1.0
3.1257126,12.100612,1,low_polar+aliphatic+G+P,0.0
4.608688,12.296159,1,low_polar+aliphatic+G+P,0.0
2.6891592,10.78489,1,low_polar+aliphatic+G+P,0.0
1.9460881,10.437173,1,low_polar+aliphatic+G+P,0.0
2.8483078,11.048335,1,low_polar+aliphatic+G+P,0.0
3.006043,11.837838,1,low_polar+aliphatic+G+P,0.0
13.788709,16.64203,2,P,3.0
5.3105936,10.034021,1,low_polar+aliphatic+G+P,0.0
14.221992,15.6463,2,P,3.0
5.543598,11.068626,1,low_polar+aliphatic+G+P,0.0
13.19443,3.5102825,5,polar,1.0
5.94687,11.101587,1,low_polar+aliphatic+G+P,0.0
15.779661,7.223178,0,polar,1.0
4.410365,9.02096,1,low_polar+aliphatic+G+P,0.0
15.026704,6.8231096,0,polar,1.0
3.9766932,12.660598,1,low_polar+aliphatic+G+P,0.0
6.1173615,10.190231,1,low_polar+aliphatic+G+P,0.0
4.945618,11.027653,1,low_polar+aliphatic+G+P,0.0
5.622479,10.842593,1,low_polar+aliphatic+G+P,0.0
5.9047093,11.919184,1,low_polar+aliphatic+G+P,0.0
3.6002302,11.778185,1,low_polar+aliphatic+G+P,0.0
2.2990816,1.0520271,3,pos_neg_charged,2.0
2.635438,0.9388658,3,pos_neg_charged,2.0
16.57723,6.975674,0,polar,1.0
13.410744,3.060512,5,polar,1.0
4.3264956,12.852532,1,low_polar+aliphatic+G+P,0.0
16.801579,7.5712767,0,polar,1.0
16.334457,7.4903526,0,polar,1.0
16.653625,6.9218607,0,polar,1.0
16.786875,7.4145846,0,polar,1.0
2.5402267,10.764341,1,low_polar+aliphatic+G+P,0.0
2.2324722,12.904992,1,low_polar+aliphatic+G+P,0.0
-2.4759839,-2.8968186,11,neg,7.0
3.0395656,11.665609,1,low_polar+aliphatic+G+P,0.0
5.2885923,-0.4449168,9,pos,5.0
1.9012591,11.234851,1,low_polar+aliphatic+G+P,0.0
13.534322,3.2172515,5,polar,1.0
5.450203,11.210253,1,low_polar+aliphatic+G+P,0.0
15.482854,7.248932,0,polar,1.0
1.8173888,0.6632489,3,pos_neg_charged,2.0
3.7058594,12.72132,1,low_polar+aliphatic+G+P,0.0
16.640463,7.0428257,0,polar,1.0
3.197791,12.634329,1,low_polar+aliphatic+G+P,0.0
4.7527456,9.584789,1,low_polar+aliphatic+G+P,0.0
5.9133453,11.882273,1,low_polar+aliphatic+G+P,0.0
-4.822564,4.014441,6,G,4.0
2.6926699,11.540377,1,low_polar+aliphatic+G+P,0.0
6.088482,10.76003,1,low_polar+aliphatic+G+P,0.0
5.126599,11.932298,1,low_polar+aliphatic+G+P,0.0
3.7198954,12.933241,1,low_polar+aliphatic+G+P,0.0
3.6100974,11.529755,1,low_polar+aliphatic+G+P,0.0
4.5812926,13.633409,1,low_polar+aliphatic+G+P,0.0
15.420709,7.7395234,0,polar,1.0
5.061797,10.756548,1,low_polar+aliphatic+G+P,0.0
3.0217733,13.327433,1,low_polar+aliphatic+G+P,0.0
2.5505183,10.510172,1,low_polar+aliphatic+G+P,0.0
5.3709764,11.526516,1,low_polar+aliphatic+G+P,0.0
2.3519187,12.017837,1,low_polar+aliphatic+G+P,0.0
14.874762,8.009542,0,polar,1.0
5.2077694,11.384074,1,low_polar+aliphatic+G+P,0.0
3.7100275,11.054977,1,low_polar+aliphatic+G+P,0.0
16.013758,7.684653,0,polar,1.0
4.06443,10.193203,1,low_polar+aliphatic+G+P,0.0
2.8966281,1.5115458,3,pos_neg_charged,2.0
2.8762076,11.439054,1,low_polar+aliphatic+G+P,0.0
15.610166,7.9683127,0,polar,1.0
2.9892168,10.506755,1,low_polar+aliphatic+G+P,0.0
-2.468097,-2.8648942,11,neg,7.0
-2.5099251,-2.7880588,11,neg,7.0
2.079006,11.830995,1,low_polar+aliphatic+G+P,0.0
2.244825,0.43771306,3,pos_neg_charged,2.0
15.03439,8.349485,0,polar,1.0
6.035417,10.548717,1,low_polar+aliphatic+G+P,0.0
15.072889,8.068024,0,polar,1.0
16.417389,7.197563,0,polar,1.0
15.494017,6.743378,0,polar,1.0
4.184301,11.620868,1,low_polar+aliphatic+G+P,0.0
5.468313,12.506634,1,low_polar+aliphatic+G+P,0.0
5.6071453,11.270514,1,low_polar+aliphatic+G+P,0.0
5.378304,-0.05133957,9,pos,5.0
6.0244007,0.1540002,9,pos,5.0
2.1736088,12.939645,1,low_polar+aliphatic+G+P,0.0
4.8591933,11.619241,1,low_polar+aliphatic+G+P,0.0
15.854419,7.518033,0,polar,1.0
-5.1364045,3.8124347,6,G,4.0
4.184884,14.840602,1,low_polar+aliphatic+G+P,0.0
3.50014,10.795533,1,low_polar+aliphatic+G+P,0.0
5.407028,-0.3233643,9,pos,5.0
2.8105512,0.8356247,3,pos_neg_charged,2.0
5.380356,-0.017132998,9,pos,5.0
5.3443866,-0.0519677,9,pos,5.0
5.417582,-0.027182953,9,pos,5.0
-2.3634224,-2.988541,11,neg,7.0
2.093244,0.874134,3,pos_neg_charged,2.0
15.650595,6.946038,0,polar,1.0
4.810104,12.137842,1,low_polar+aliphatic+G+P,0.0
2.6633806,10.251821,1,low_polar+aliphatic+G+P,0.0
2.2991548,11.579486,1,low_polar+aliphatic+G+P,0.0
13.344863,3.3686528,5,polar,1.0
4.761131,12.116585,1,low_polar+aliphatic+G+P,0.0
5.1185265,9.452329,1,low_polar+aliphatic+G+P,0.0
3.7190218,12.380866,1,low_polar+aliphatic+G+P,0.0
4.8691397,11.245321,1,low_polar+aliphatic+G+P,0.0
4.2311068,13.090969,1,low_polar+aliphatic+G+P,0.0
4.5329676,11.62767,1,low_polar+aliphatic+G+P,0.0
2.900635,13.323168,1,low_polar+aliphatic+G+P,0.0
4.0786047,10.939087,1,low_polar+aliphatic+G+P,0.0
5.9876995,9.816766,1,low_polar+aliphatic+G+P,0.0
-1.324992,6.8943543,10,aliphatic,6.0
15.4386,7.2005186,0,polar,1.0
2.6688771,13.366204,1,low_polar+aliphatic+G+P,0.0
2.6242292,11.473409,1,low_polar+aliphatic+G+P,0.0
13.287176,3.540721,5,polar,1.0
15.039532,7.0955105,0,polar,1.0
1.7616186,0.5778269,3,pos_neg_charged,2.0
3.140832,11.660296,1,low_polar+aliphatic+G+P,0.0
1.9819281,10.522896,1,low_polar+aliphatic+G+P,0.0
2.4124897,10.307984,1,low_polar+aliphatic+G+P,0.0
4.264108,12.197446,1,low_polar+aliphatic+G+P,0.0
16.792196,7.5074205,0,polar,1.0
3.907016,11.022089,1,low_polar+aliphatic+G+P,0.0
5.2431808,10.564276,1,low_polar+aliphatic+G+P,0.0
5.641078,11.788661,1,low_polar+aliphatic+G+P,0.0
5.266963,-0.48348448,9,pos,5.0
2.5657244,11.859825,1,low_polar+aliphatic+G+P,0.0
4.1416774,12.287467,1,low_polar+aliphatic+G+P,0.0
1.8323811,11.345132,1,low_polar+aliphatic+G+P,0.0
2.3471851,13.091293,1,low_polar+aliphatic+G+P,0.0
1.9822869,1.0285829,3,pos_neg_charged,2.0
3.2185543,12.559799,1,low_polar+aliphatic+G+P,0.0
2.5208488,11.198385,1,low_polar+aliphatic+G+P,0.0
14.788822,10.994935,12,Q,8.0
1.8586265,1.0782096,3,pos_neg_charged,2.0
2.8986893,1.179236,3,pos_neg_charged,2.0
14.811758,10.988183,12,Q,8.0
2.2286,1.2577585,3,pos_neg_charged,2.0
1.3715471,12.6177025,1,low_polar+aliphatic+G+P,0.0
5.8219986,-0.4753803,9,pos,5.0
2.0924928,0.9554162,3,pos_neg_charged,2.0
4.6521845,13.248594,1,low_polar+aliphatic+G+P,0.0
2.2513285,1.1958648,3,pos_neg_charged,2.0
-4.5157194,3.8554163,6,G,4.0
13.269764,3.320686,5,polar,1.0
6.2501044,10.986131,1,low_polar+aliphatic+G+P,0.0
4.940073,12.327099,1,low_polar+aliphatic+G+P,0.0
4.44785,12.321819,1,low_polar+aliphatic+G+P,0.0
4.2736487,11.721237,1,low_polar+aliphatic+G+P,0.0
3.1732707,12.536223,1,low_polar+aliphatic+G+P,0.0
2.433539,12.993908,1,low_polar+aliphatic+G+P,0.0
3.4323034,8.759622,1,low_polar+aliphatic+G+P,0.0
4.46442,12.469359,1,low_polar+aliphatic+G+P,0.0
5.595031,10.894623,1,low_polar+aliphatic+G+P,0.0
2.7819371,10.099128,1,low_polar+aliphatic+G+P,0.0
2.9019024,12.42326,1,low_polar+aliphatic+G+P,0.0
15.942593,7.058815,0,polar,1.0
3.4928186,11.461677,1,low_polar+aliphatic+G+P,0.0
5.0351114,12.870374,1,low_polar+aliphatic+G+P,0.0
4.153047,13.109151,1,low_polar+aliphatic+G+P,0.0
5.431653,12.51497,1,low_polar+aliphatic+G+P,0.0
4.362259,11.623413,1,low_polar+aliphatic+G+P,0.0
4.9226627,10.123529,1,low_polar+aliphatic+G+P,0.0
2.0394416,12.936353,1,low_polar+aliphatic+G+P,0.0
5.763285,12.954337,1,low_polar+aliphatic+G+P,0.0
4.199874,13.591267,1,low_polar+aliphatic+G+P,0.0
2.3646839,13.357309,1,low_polar+aliphatic+G+P,0.0
4.552142,12.149298,1,low_polar+aliphatic+G+P,0.0
14.820221,7.818913,0,polar,1.0
3.5831916,12.511813,1,low_polar+aliphatic+G+P,0.0
3.930064,10.7628355,1,low_polar+aliphatic+G+P,0.0
16.126968,6.7471604,0,polar,1.0
2.357281,10.2029505,1,low_polar+aliphatic+G+P,0.0
16.726393,7.111714,0,polar,1.0
5.3959846,-0.3957358,9,pos,5.0
4.183844,10.80773,1,low_polar+aliphatic+G+P,0.0
5.1614156,13.502243,1,low_polar+aliphatic+G+P,0.0
1.8916622,0.79716635,3,pos_neg_charged,2.0
16.317295,7.2893834,0,polar,1.0
3.9135094,12.766022,1,low_polar+aliphatic+G+P,0.0
15.283568,7.329887,0,polar,1.0
4.2446313,10.781725,1,low_polar+aliphatic+G+P,0.0
4.078108,13.388628,1,low_polar+aliphatic+G+P,0.0
4.493365,13.479367,1,low_polar+aliphatic+G+P,0.0
5.1982217,12.092312,1,low_polar+aliphatic+G+P,0.0
6.016666,11.0586195,1,low_polar+aliphatic+G+P,0.0
1.9426154,11.136772,1,low_polar+aliphatic+G+P,0.0
5.98897,12.303786,1,low_polar+aliphatic+G+P,0.0
4.208694,10.691005,1,low_polar+aliphatic+G+P,0.0
5.207081,12.563354,1,low_polar+aliphatic+G+P,0.0
6.1503325,13.057287,1,low_polar+aliphatic+G+P,0.0
1.5508075,11.208436,1,low_polar+aliphatic+G+P,0.0
4.649989,10.686631,1,low_polar+aliphatic+G+P,0.0
2.5232337,1.7996169,3,pos_neg_charged,2.0
15.803803,7.6712737,0,polar,1.0
3.2798889,11.657357,1,low_polar+aliphatic+G+P,0.0
16.03719,8.00874,0,polar,1.0
16.153053,7.030193,0,polar,1.0
16.241056,7.6857333,0,polar,1.0
3.5729182,10.589621,1,low_polar+aliphatic+G+P,0.0
2.6768134,12.602116,1,low_polar+aliphatic+G+P,0.0
3.6542525,12.840097,1,low_polar+aliphatic+G+P,0.0
2.8973699,10.874233,1,low_polar+aliphatic+G+P,0.0
1.9609722,1.1069472,3,pos_neg_charged,2.0
2.0266962,10.631791,1,low_polar+aliphatic+G+P,0.0
2.395694,12.323243,1,low_polar+aliphatic+G+P,0.0
15.999006,7.833303,0,polar,1.0
2.6967697,11.60939,1,low_polar+aliphatic+G+P,0.0
4.9363575,13.05745,1,low_polar+aliphatic+G+P,0.0
15.779741,7.170728,0,polar,1.0
2.0464392,11.657554,1,low_polar+aliphatic+G+P,0.0
14.718293,7.987497,0,polar,1.0
6.6423144,10.335428,1,low_polar+aliphatic+G+P,0.0
14.877466,8.213614,0,polar,1.0
4.031499,11.688334,1,low_polar+aliphatic+G+P,0.0
4.744579,10.767284,1,low_polar+aliphatic+G+P,0.0
15.75404,6.543087,0,polar,1.0
16.533579,7.568465,0,polar,1.0
3.668106,11.135338,1,low_polar+aliphatic+G+P,0.0
5.3619213,-0.012873998,9,pos,5.0
4.6297297,12.602524,1,low_polar+aliphatic+G+P,0.0
6.0758667,11.709536,1,low_polar+aliphatic+G+P,0.0
2.8168316,9.884017,1,low_polar+aliphatic+G+P,0.0
14.086116,6.856348,0,polar,1.0
1.8474438,12.424589,1,low_polar+aliphatic+G+P,0.0
14.568372,7.5177197,0,polar,1.0
3.1574407,10.773084,1,low_polar+aliphatic+G+P,0.0
2.1979191,1.7225196,3,pos_neg_charged,2.0
12.932608,2.9732833,5,polar,1.0
3.7716854,13.242009,1,low_polar+aliphatic+G+P,0.0
2.3964472,12.396821,1,low_polar+aliphatic+G+P,0.0
1.2750499,13.2423935,1,low_polar+aliphatic+G+P,0.0
4.363471,11.859535,1,low_polar+aliphatic+G+P,0.0
16.535751,7.774627,0,polar,1.0
17.485685,7.0841894,0,polar,1.0
4.327052,9.835149,1,low_polar+aliphatic+G+P,0.0
16.303394,9.029101,0,polar,1.0
5.1454887,10.713137,1,low_polar+aliphatic+G+P,0.0
14.814435,7.587387,0,polar,1.0
15.087198,8.12693,0,polar,1.0
5.599993,10.377268,1,low_polar+aliphatic+G+P,0.0
4.5322504,13.330271,1,low_polar+aliphatic+G+P,0.0
2.3593674,13.0368805,1,low_polar+aliphatic+G+P,0.0
3.7257748,12.7448635,1,low_polar+aliphatic+G+P,0.0
5.4451594,-0.27037594,9,pos,5.0
3.7715087,10.605715,1,low_polar+aliphatic+G+P,0.0
15.986377,8.254864,0,polar,1.0
3.127728,12.753159,1,low_polar+aliphatic+G+P,0.0
3.8543046,12.201173,1,low_polar+aliphatic+G+P,0.0
2.7577872,12.757873,1,low_polar+aliphatic+G+P,0.0
3.6687129,13.177628,1,low_polar+aliphatic+G+P,0.0
4.3299036,10.988135,1,low_polar+aliphatic+G+P,0.0
11.191495,1.3243688,8,polar,1.0
4.098175,11.378049,1,low_polar+aliphatic+G+P,0.0
5.380734,-0.47943985,9,pos,5.0
1.9427149,11.369804,1,low_polar+aliphatic+G+P,0.0
15.590434,7.039305,0,polar,1.0
4.1297855,11.680098,1,low_polar+aliphatic+G+P,0.0
14.199252,15.577838,2,P,3.0
6.0821757,9.200611,1,low_polar+aliphatic+G+P,0.0
6.081018,9.24519,1,low_polar+aliphatic+G+P,0.0
